일시,예측_발전량_1,예측_발전량_2,예측총발전량
2020-01-06 12:00:00,8.956836,8.892547,17.849382
2020-01-06 13:00:00,8.695747,9.207917,17.903664
2020-01-06 14:00:00,8.500635,13.338281,21.838917
2020-01-06 15:00:00,10.280062,8.278014,18.558075
2020-01-06 16:00:00,10.31248,6.126241,16.43872
2020-01-06 17:00:00,10.102061,6.7287526,16.830814
2020-01-07 07:00:00,5.86281,3.5904808,9.453291
2020-01-07 08:00:00,2.3924568,0.59881943,2.9912763
2020-01-07 09:00:00,3.9672375,2.225624,6.1928616
2020-01-07 10:00:00,4.891867,2.8953109,7.787178
2020-01-07 11:00:00,5.6858063,2.733013,8.418819
2020-01-07 12:00:00,11.084788,9.027648,20.112436
2020-01-07 13:00:00,16.18001,15.19111,31.37112
2020-01-07 14:00:00,17.437666,11.371865,28.809532
2020-01-07 15:00:00,11.250934,7.4823003,18.733234
2020-01-07 16:00:00,5.3461013,4.3770494,9.72315
2020-01-08 07:00:00,2.3132744,1.1072761,3.4205503
2020-01-08 08:00:00,6.3072224,7.118553,13.425776
2020-01-08 09:00:00,5.7248945,8.44097,14.165865
2020-01-08 10:00:00,9.264447,10.849442,20.113888
2020-01-08 11:00:00,9.003696,13.548752,22.552448
2020-01-08 12:00:00,16.023367,15.128358,31.151726
2020-01-08 13:00:00,18.768566,18.013817,36.782383
2020-01-08 14:00:00,17.680756,17.193035,34.87379
2020-01-08 15:00:00,20.728848,19.477003,40.20585
2020-01-08 16:00:00,13.643512,14.649189,28.292702
2020-01-08 17:00:00,8.638964,10.739378,19.378342
2020-01-09 07:00:00,3.6264331,7.1716633,10.798097
2020-01-09 08:00:00,5.504722,8.268065,13.772787
2020-01-09 09:00:00,14.081173,17.362843,31.444016
2020-01-09 10:00:00,28.200226,34.359066,62.55929
2020-01-09 11:00:00,28.481922,33.91906,62.40098
2020-01-09 12:00:00,28.995625,36.23125,65.226875
2020-01-09 13:00:00,27.517044,32.311005,59.82805
2020-01-09 14:00:00,22.387762,22.2802,44.66796
2020-01-09 15:00:00,14.400923,10.505383,24.906305
2020-01-09 16:00:00,7.3387446,3.9438872,11.282632
2020-01-09 17:00:00,4.4182115,3.7436054,8.161817
2020-01-10 07:00:00,4.536318,4.788346,9.324663
2020-01-10 08:00:00,7.1495337,7.5120506,14.661585
2020-01-10 09:00:00,11.388123,14.1107435,25.498867
2020-01-10 10:00:00,23.645472,25.487015,49.132484
2020-01-10 11:00:00,24.68363,29.162558,53.846188
2020-01-10 12:00:00,26.861927,34.99967,61.861595
2020-01-10 13:00:00,25.546167,30.654423,56.200592
2020-01-10 14:00:00,20.869558,22.312351,43.181908
2020-01-10 15:00:00,11.55166,13.083605,24.635265
2020-01-10 16:00:00,5.6913824,6.433681,12.125063
2020-01-10 17:00:00,4.008756,4.085046,8.0938015
2020-01-11 07:00:00,4.44083,4.777476,9.218306
2020-01-11 08:00:00,8.369741,10.016682,18.386423
2020-01-11 09:00:00,19.54111,24.3212,43.86231
2020-01-11 10:00:00,30.2917,33.952213,64.24391
2020-01-11 11:00:00,31.588362,35.781666,67.370026
2020-01-11 12:00:00,31.223564,35.85936,67.082924
2020-01-11 13:00:00,28.76093,32.43759,61.19852
2020-01-11 14:00:00,22.91712,26.282646,49.199768
2020-01-11 15:00:00,13.164692,16.465271,29.629963
2020-01-11 16:00:00,5.724326,6.208379,11.932705
2020-01-11 17:00:00,3.4071379,3.533093,6.940231
2020-01-12 07:00:00,5.2275343,4.654211,9.881745
2020-01-12 08:00:00,8.772976,9.212046,17.985022
2020-01-12 09:00:00,15.441455,18.525259,33.966713
2020-01-12 10:00:00,24.804209,26.333292,51.1375
2020-01-12 11:00:00,28.63834,32.397827,61.036167
2020-01-12 12:00:00,28.191385,30.929266,59.12065
2020-01-12 13:00:00,25.821104,27.747644,53.56875
2020-01-12 14:00:00,17.985287,18.007978,35.993263
2020-01-12 15:00:00,9.875852,10.280389,20.15624
2020-01-12 16:00:00,4.698926,6.4061685,11.105095
2020-01-12 17:00:00,4.003122,4.949279,8.9524
2020-01-13 07:00:00,5.8326645,4.7894597,10.622124
2020-01-13 08:00:00,8.4033785,7.33003,15.733408
2020-01-13 09:00:00,21.132082,22.793121,43.9252
2020-01-13 10:00:00,28.811634,32.69625,61.507885
2020-01-13 11:00:00,28.984983,34.36445,63.349434
2020-01-13 12:00:00,27.616034,34.238316,61.854347
2020-01-13 13:00:00,23.393328,29.915558,53.308884
2020-01-13 14:00:00,16.089443,22.366877,38.45632
2020-01-13 15:00:00,7.163173,12.521516,19.684689
2020-01-13 16:00:00,3.1217523,5.3763156,8.498068
2020-01-13 17:00:00,2.5611253,4.047111,6.6082363
2020-01-14 07:00:00,3.8621674,4.7656436,8.627811
2020-01-14 08:00:00,8.810774,9.992652,18.803425
2020-01-14 09:00:00,18.606182,21.952068,40.55825
2020-01-14 10:00:00,31.765287,35.035145,66.80043
2020-01-14 11:00:00,33.408485,38.498684,71.907166
2020-01-14 12:00:00,32.116978,39.171223,71.2882
2020-01-14 13:00:00,29.805744,35.273155,65.0789
2020-01-14 14:00:00,23.650202,28.748865,52.399067
2020-01-14 15:00:00,13.78076,18.187246,31.968006
2020-01-14 16:00:00,6.3077106,8.406772,14.714482
2020-01-14 17:00:00,3.470915,4.8014994,8.272414
2020-01-15 07:00:00,4.467201,5.2430925,9.710294
2020-01-15 08:00:00,9.432663,10.345923,19.778587
2020-01-15 09:00:00,22.375967,26.062836,48.438805
2020-01-15 10:00:00,29.589977,33.243336,62.833313
2020-01-15 11:00:00,30.609064,35.869728,66.47879
2020-01-15 12:00:00,30.465734,35.701626,66.16736
2020-01-15 13:00:00,29.245064,31.748686,60.99375
2020-01-15 14:00:00,23.941141,24.714878,48.65602
2020-01-15 15:00:00,13.741792,13.916674,27.658466
2020-01-15 16:00:00,4.8284984,5.677972,10.50647
2020-01-15 17:00:00,2.8637686,3.9234238,6.7871923
2020-01-16 07:00:00,3.9243789,4.8495717,8.773951
2020-01-16 08:00:00,6.7124505,6.479892,13.192343
2020-01-16 09:00:00,11.203146,12.596382,23.799528
2020-01-16 10:00:00,19.433214,20.364214,39.79743
2020-01-16 11:00:00,24.721544,28.498163,53.219707
2020-01-16 12:00:00,24.270878,30.074312,54.345192
2020-01-16 13:00:00,21.47787,27.59815,49.07602
2020-01-16 14:00:00,16.255804,24.960943,41.216747
2020-01-16 15:00:00,8.55394,16.270344,24.824284
2020-01-16 16:00:00,5.2455077,7.898035,13.143543
2020-01-16 17:00:00,3.939023,5.1729417,9.111965
2020-01-17 07:00:00,4.289225,4.457911,8.747136
2020-01-17 08:00:00,5.0785885,5.747648,10.826237
2020-01-17 09:00:00,11.220124,10.002,21.222124
2020-01-17 10:00:00,12.324865,11.620963,23.945827
2020-01-17 11:00:00,12.308455,12.099954,24.40841
2020-01-17 12:00:00,9.289879,10.965621,20.2555
2020-01-17 13:00:00,8.3581295,11.029652,19.387781
2020-01-17 14:00:00,5.230464,8.453314,13.683778
2020-01-17 15:00:00,4.648081,6.83196,11.4800415
2020-01-17 16:00:00,6.511036,8.845626,15.356662
2020-01-17 17:00:00,3.9630034,6.4872713,10.450274
2020-01-18 07:00:00,4.863367,6.415229,11.278596
2020-01-18 08:00:00,2.5068502,1.9459242,4.4527745
2020-01-18 09:00:00,3.2002566,0.8985173,4.098774
2020-01-18 10:00:00,3.939052,1.1214795,5.0605316
2020-01-18 11:00:00,5.2073035,4.489725,9.697029
2020-01-18 12:00:00,6.5502586,5.8209043,12.371162
2020-01-18 13:00:00,7.893265,6.4918547,14.385119
2020-01-18 14:00:00,8.15971,5.962267,14.121977
2020-01-18 15:00:00,9.599039,6.1541104,15.753149
2020-01-18 16:00:00,16.334867,13.509344,29.844212
2020-01-18 17:00:00,10.391784,7.9837327,18.375517
2020-01-19 07:00:00,5.297351,1.9955785,7.2929296
2020-01-19 08:00:00,11.666958,8.43514,20.102097
2020-01-19 09:00:00,12.310017,9.245413,21.55543
2020-01-19 10:00:00,12.920954,9.9166,22.837555
2020-01-19 11:00:00,14.605859,19.71109,34.316948
2020-01-19 12:00:00,15.234625,20.450085,35.684708
2020-01-19 13:00:00,11.685244,12.306652,23.991896
2020-01-19 14:00:00,10.795544,7.219037,18.01458
2020-01-19 15:00:00,10.265998,4.612364,14.878362
2020-01-19 16:00:00,11.393347,4.9116488,16.304996
2020-01-19 17:00:00,9.404157,4.561064,13.96522
2020-01-20 07:00:00,6.9871264,2.3778498,9.364976
2020-01-20 08:00:00,8.830785,6.6489596,15.479744
2020-01-20 09:00:00,16.710169,19.322504,36.032673
2020-01-20 10:00:00,25.851439,29.471556,55.322994
2020-01-20 11:00:00,30.985153,35.97556,66.96071
2020-01-20 12:00:00,30.67458,33.554546,64.229126
2020-01-20 13:00:00,30.268854,34.87825,65.1471
2020-01-20 14:00:00,25.581333,27.694378,53.27571
2020-01-20 15:00:00,18.573795,18.89065,37.464447
2020-01-20 16:00:00,10.863623,11.287812,22.151436
2020-01-20 17:00:00,4.299858,5.0600977,9.359956
2020-01-21 07:00:00,3.8954477,4.246132,8.14158
2020-01-21 08:00:00,9.1138735,9.306457,18.42033
2020-01-21 09:00:00,21.154165,24.430454,45.584618
2020-01-21 10:00:00,29.913712,33.42364,63.337353
2020-01-21 11:00:00,30.76015,36.62417,67.38432
2020-01-21 12:00:00,29.207537,36.604233,65.81177
2020-01-21 13:00:00,25.587072,32.754982,58.342056
2020-01-21 14:00:00,19.212175,23.73866,42.950836
2020-01-21 15:00:00,11.00247,12.07224,23.07471
2020-01-21 16:00:00,5.922855,5.8529673,11.775822
2020-01-21 17:00:00,4.037042,3.946978,7.98402
2020-01-22 07:00:00,4.44994,5.224403,9.674343
2020-01-22 08:00:00,6.605832,7.3453164,13.951149
2020-01-22 09:00:00,10.521672,11.553741,22.075413
2020-01-22 10:00:00,14.80992,15.656423,30.466343
2020-01-22 11:00:00,15.219235,15.304946,30.524181
2020-01-22 12:00:00,14.885339,14.90747,29.792809
2020-01-22 13:00:00,14.082814,13.125831,27.208645
2020-01-22 14:00:00,9.95801,11.764997,21.723007
2020-01-22 15:00:00,5.1978607,9.439778,14.637639
2020-01-22 16:00:00,3.9719622,6.8906507,10.862613
2020-01-22 17:00:00,2.3014712,3.751478,6.052949
2020-01-23 07:00:00,3.5225925,6.263909,9.786501
2020-01-23 08:00:00,6.375512,1.8141627,8.189674
2020-01-23 09:00:00,9.591957,4.977469,14.569426
2020-01-23 10:00:00,12.848739,14.55763,27.406368
2020-01-23 11:00:00,17.711664,20.819242,38.530907
2020-01-23 12:00:00,28.986534,32.234913,61.221447
2020-01-23 13:00:00,26.176542,32.906277,59.082817
2020-01-23 14:00:00,20.671417,27.472998,48.144417
2020-01-23 15:00:00,12.877495,14.9370775,27.814571
2020-01-23 16:00:00,5.8864994,4.710948,10.597447
2020-01-23 17:00:00,4.0237765,3.3918574,7.415634
2020-01-24 07:00:00,4.35966,3.6756682,8.035328
2020-01-24 08:00:00,4.198048,7.3097954,11.507843
2020-01-24 09:00:00,10.231924,14.702603,24.934528
2020-01-24 10:00:00,24.407381,27.871658,52.279037
2020-01-24 11:00:00,18.956627,22.171621,41.12825
2020-01-24 12:00:00,8.704284,10.799274,19.50356
2020-01-24 13:00:00,7.1766386,7.234526,14.411165
2020-01-24 14:00:00,6.6953,4.772457,11.467757
2020-01-24 15:00:00,5.759014,3.4306164,9.1896305
2020-01-24 16:00:00,5.6067395,3.1355574,8.742297
2020-01-24 17:00:00,5.637243,3.4300098,9.067253
2020-01-25 07:00:00,5.394988,3.9702513,9.365239
2020-01-25 08:00:00,5.0535684,4.5090795,9.562648
2020-01-25 09:00:00,5.495988,3.985284,9.481272
2020-01-25 10:00:00,6.4813123,5.872464,12.353777
2020-01-25 11:00:00,12.793354,10.012255,22.805609
2020-01-25 12:00:00,21.148294,19.7269,40.875195
2020-01-25 13:00:00,22.78219,20.193483,42.975674
2020-01-25 14:00:00,17.16653,11.276792,28.443321
2020-01-25 15:00:00,14.7585335,6.27576,21.034294
2020-01-25 16:00:00,14.439614,5.21291,19.652525
2020-01-25 17:00:00,10.905238,5.5173626,16.4226
2020-01-26 07:00:00,8.673501,7.5975337,16.271034
2020-01-26 08:00:00,7.5150146,6.134878,13.649893
2020-01-26 09:00:00,6.7337418,8.400315,15.134057
2020-01-26 10:00:00,9.635672,13.890824,23.526497
2020-01-26 11:00:00,10.454709,15.399306,25.854015
2020-01-26 12:00:00,8.16837,11.569846,19.738216
2020-01-26 13:00:00,7.828037,9.711964,17.54
2020-01-26 14:00:00,11.662052,11.821224,23.483276
2020-01-26 15:00:00,8.146772,6.645494,14.792267
2020-01-26 16:00:00,9.904189,6.000672,15.904861
2020-01-26 17:00:00,9.172105,5.5824146,14.754519
2020-01-27 07:00:00,7.875278,5.463203,13.338481
2020-01-27 08:00:00,6.9328732,5.5391955,12.472069
2020-01-27 09:00:00,7.8281565,6.2407303,14.068887
2020-01-27 10:00:00,6.8564095,6.4855094,13.341919
2020-01-27 11:00:00,6.46043,6.8668385,13.327269
2020-01-27 12:00:00,7.37484,7.162294,14.537134
2020-01-27 13:00:00,8.278344,7.3440504,15.622395
2020-01-27 14:00:00,8.729887,7.340579,16.070465
2020-01-27 15:00:00,8.727459,7.134158,15.861617
2020-01-27 16:00:00,9.914661,7.178645,17.093307
2020-01-27 17:00:00,9.293641,6.6663494,15.9599905
2020-01-28 07:00:00,8.289322,5.943825,14.233147
2020-01-28 08:00:00,5.643392,4.2496896,9.893082
2020-01-28 09:00:00,7.6361413,5.00422,12.640362
2020-01-28 10:00:00,7.698109,5.3313093,13.029419
2020-01-28 11:00:00,8.361175,5.0770836,13.438258
2020-01-28 12:00:00,8.910821,6.1136403,15.024462
2020-01-28 13:00:00,8.77937,5.6472473,14.426618
2020-01-28 14:00:00,8.877496,6.090974,14.96847
2020-01-28 15:00:00,9.911325,5.901444,15.812769
2020-01-28 16:00:00,9.9732065,5.507161,15.480368
2020-01-28 17:00:00,9.481353,5.306828,14.788181
2020-01-29 07:00:00,8.460087,5.6533628,14.113449
2020-01-29 08:00:00,7.720492,4.701263,12.421755
2020-01-29 09:00:00,8.90223,6.9911366,15.893367
2020-01-29 10:00:00,7.6668124,5.85199,13.518803
2020-01-29 11:00:00,8.350211,5.860403,14.210614
2020-01-29 12:00:00,9.323283,6.1807294,15.504013
2020-01-29 13:00:00,12.163349,12.818148,24.981497
2020-01-29 14:00:00,11.037227,10.368967,21.406193
2020-01-29 15:00:00,10.666891,8.643002,19.309893
2020-01-29 16:00:00,8.413641,7.457804,15.871445
2020-01-29 17:00:00,6.2144814,6.1304817,12.344963
2020-01-30 07:00:00,6.7135515,4.87412,11.587671
2020-01-30 08:00:00,4.683941,2.6627603,7.346701
2020-01-30 09:00:00,5.135847,3.996216,9.132063
2020-01-30 10:00:00,8.551304,7.9410872,16.492392
2020-01-30 11:00:00,9.814366,8.495278,18.309645
2020-01-30 12:00:00,9.507531,7.041613,16.549145
2020-01-30 13:00:00,7.0186224,5.2896132,12.308235
2020-01-30 14:00:00,5.3314314,3.5023882,8.833819
2020-01-30 15:00:00,5.31753,4.057426,9.374956
2020-01-30 16:00:00,4.9287505,4.9113536,9.840104
2020-01-30 17:00:00,6.4939256,5.5610766,12.055002
2020-01-31 07:00:00,8.577367,6.7990065,15.376373
2020-01-31 08:00:00,9.9473295,8.335173,18.282501
2020-01-31 09:00:00,11.256524,8.644656,19.90118
2020-01-31 10:00:00,27.167133,27.766348,54.93348
2020-01-31 11:00:00,34.428097,34.287674,68.715775
2020-01-31 14:00:00,33.059486,33.404423,66.46391
2020-01-31 15:00:00,30.501085,30.59393,61.095016
2020-01-31 16:00:00,25.839872,25.561806,51.40168
2020-01-31 17:00:00,14.570373,12.493334,27.063705
2020-02-01 07:00:00,9.169326,6.200266,15.369592
2020-02-01 08:00:00,8.217297,8.813043,17.030338
2020-02-01 11:00:00,18.047976,20.927496,38.97547
2020-02-01 12:00:00,27.304771,29.7833,57.088074
2020-02-01 13:00:00,28.619642,29.66108,58.280724
2020-02-01 14:00:00,26.758942,26.220472,52.979416
2020-02-01 15:00:00,21.47089,18.747204,40.218094
2020-02-01 16:00:00,14.664929,10.060325,24.725254
2020-02-01 17:00:00,7.615791,4.870047,12.485838
2020-02-01 18:00:00,3.6690505,5.021092,8.690143
2020-02-02 07:00:00,6.9257994,7.356293,14.282093
2020-02-02 08:00:00,13.823198,15.626339,29.449537
2020-02-02 09:00:00,18.807898,19.536102,38.344
2020-02-02 10:00:00,28.94567,31.450691,60.396362
2020-02-02 11:00:00,29.971212,36.216087,66.1873
2020-02-02 12:00:00,25.2553,32.385586,57.640884
2020-02-02 13:00:00,22.935425,29.783125,52.71855
2020-02-02 14:00:00,18.225473,19.682789,37.908264
2020-02-02 15:00:00,13.064268,10.427153,23.49142
2020-02-02 16:00:00,8.547792,6.527665,15.075458
2020-02-02 17:00:00,6.6843853,4.8905773,11.574963
2020-02-03 07:00:00,4.237758,4.079971,8.317729
2020-02-03 08:00:00,5.9287,6.2239866,12.152687
2020-02-03 09:00:00,18.600922,19.328814,37.929733
2020-02-03 10:00:00,28.34837,30.681938,59.030308
2020-02-03 11:00:00,30.034323,32.976143,63.010468
2020-02-03 12:00:00,31.127893,32.562935,63.690826
2020-02-03 13:00:00,31.150404,28.552639,59.70304
2020-02-03 14:00:00,22.086802,20.851974,42.938774
2020-02-03 15:00:00,8.0396385,12.226516,20.266155
2020-02-03 16:00:00,3.9339473,5.5383744,9.4723215
2020-02-03 17:00:00,2.6166232,4.7580776,7.3747005
2020-02-04 07:00:00,3.5073078,3.4582267,6.965534
2020-02-04 08:00:00,8.595545,7.833055,16.4286
2020-02-04 09:00:00,23.865795,28.134336,52.00013
2020-02-04 10:00:00,29.729996,35.167126,64.897125
2020-02-04 11:00:00,31.562422,38.210438,69.77286
2020-02-04 12:00:00,30.923769,38.183956,69.10773
2020-02-04 13:00:00,28.337378,34.507133,62.844513
2020-02-04 14:00:00,22.614586,25.384026,47.99861
2020-02-04 15:00:00,14.4955635,14.632066,29.127628
2020-02-04 16:00:00,6.805756,6.2243085,13.030065
2020-02-04 17:00:00,3.477949,4.121581,7.59953
2020-02-05 07:00:00,3.5824358,3.667463,7.249899
2020-02-05 08:00:00,8.458775,9.177784,17.636559
2020-02-05 09:00:00,22.68468,27.39969,50.084373
2020-02-05 10:00:00,29.443039,34.888027,64.33107
2020-02-05 11:00:00,31.408918,36.874195,68.28311
2020-02-05 12:00:00,31.463104,35.778244,67.24135
2020-02-05 13:00:00,28.848389,30.75851,59.6069
2020-02-05 14:00:00,21.80344,22.932098,44.73554
2020-02-05 15:00:00,12.63116,13.935718,26.566877
2020-02-05 16:00:00,5.968061,6.4692726,12.437334
2020-02-05 17:00:00,3.7853847,4.9385505,8.723935
2020-02-05 18:00:00,3.5717857,3.7674723,7.339258
2020-02-06 07:00:00,8.212783,9.235388,17.44817
2020-02-06 08:00:00,18.233221,20.704456,38.937675
2020-02-06 09:00:00,20.646154,20.89852,41.544674
2020-02-06 10:00:00,27.231562,29.765867,56.99743
2020-02-06 11:00:00,25.691904,29.329561,55.021465
2020-02-06 12:00:00,24.107964,27.53043,51.638393
2020-02-06 13:00:00,19.60534,21.280003,40.88534
2020-02-06 14:00:00,16.737623,19.515785,36.25341
2020-02-06 15:00:00,10.073473,12.051759,22.125233
2020-02-06 16:00:00,8.059707,9.640227,17.699934
2020-02-06 17:00:00,8.011702,7.4835863,15.495288
2020-02-07 07:00:00,3.8499057,3.6802883,7.5301943
2020-02-07 08:00:00,7.060417,6.4428234,13.503241
2020-02-07 09:00:00,9.108038,15.265421,24.373459
2020-02-07 10:00:00,27.113829,33.345924,60.459755
2020-02-07 11:00:00,29.97531,33.701115,63.676422
2020-02-07 12:00:00,29.016499,32.01794,61.03444
2020-02-07 13:00:00,20.190783,20.67312,40.863903
2020-02-07 14:00:00,18.87268,19.48125,38.35393
2020-02-07 15:00:00,20.200487,15.472127,35.672615
2020-02-07 16:00:00,19.73676,5.1672263,24.903986
2020-02-07 17:00:00,16.168043,7.4708843,23.638927
2020-02-08 07:00:00,15.774288,10.40189,26.176178
2020-02-08 08:00:00,16.388458,14.882772,31.27123
2020-02-08 09:00:00,18.160204,24.167469,42.327675
2020-02-08 10:00:00,19.1871,30.826317,50.013416
2020-02-08 11:00:00,21.130016,35.01706,56.147076
2020-02-08 12:00:00,23.533432,34.11181,57.64524
2020-02-08 13:00:00,21.90547,32.232357,54.137825
2020-02-08 14:00:00,17.774733,25.476185,43.250916
2020-02-08 15:00:00,14.126804,15.09645,29.223255
2020-02-08 16:00:00,9.438968,9.747894,19.186863
2020-02-08 17:00:00,7.9021015,13.369343,21.271444
2020-02-09 07:00:00,9.121439,17.761168,26.882607
2020-02-09 08:00:00,1.7623404,14.472796,16.235136
2020-02-09 09:00:00,4.3348927,9.105492,13.440384
2020-02-09 10:00:00,11.0439625,9.049457,20.093418
2020-02-09 11:00:00,16.310698,12.694431,29.005129
2020-02-09 12:00:00,16.673841,15.399569,32.07341
2020-02-09 13:00:00,15.341843,15.214078,30.55592
2020-02-09 14:00:00,15.808637,13.379535,29.188171
2020-02-09 15:00:00,15.290387,11.670745,26.961132
2020-02-09 16:00:00,17.716255,10.011195,27.727451
2020-02-09 17:00:00,17.34213,9.236378,26.578508
2020-02-10 07:00:00,19.29002,7.5557575,26.845778
2020-02-10 08:00:00,9.530148,17.428293,26.95844
2020-02-10 09:00:00,10.645776,25.29978,35.945557
2020-02-10 10:00:00,9.9884815,31.810118,41.7986
2020-02-10 11:00:00,19.827433,34.094326,53.92176
2020-02-10 12:00:00,22.240541,33.0151,55.25564
2020-02-10 13:00:00,30.177568,27.774527,57.952095
2020-02-10 14:00:00,26.196962,26.33501,52.531975
2020-02-10 15:00:00,19.878012,20.007133,39.885147
2020-02-10 16:00:00,10.698578,11.750599,22.449177
2020-02-10 17:00:00,5.8346395,5.249427,11.084066
2020-02-10 18:00:00,4.5341187,4.1625977,8.696716
2020-02-11 07:00:00,7.5993233,6.460541,14.059864
2020-02-11 08:00:00,15.93874,16.406824,32.345566
2020-02-11 09:00:00,26.655693,28.223194,54.878887
2020-02-11 10:00:00,31.185152,34.594948,65.7801
2020-02-11 11:00:00,32.021202,37.97726,69.99846
2020-02-11 12:00:00,30.633526,36.009705,66.643234
2020-02-11 13:00:00,25.105656,28.123426,53.22908
2020-02-11 14:00:00,18.24201,15.10629,33.3483
2020-02-11 15:00:00,9.596442,6.111312,15.707754
2020-02-11 16:00:00,4.935617,3.2236674,8.159285
2020-02-11 17:00:00,4.5551276,3.4412699,7.9963975
2020-02-12 07:00:00,5.309418,2.9790568,8.288475
2020-02-12 08:00:00,5.309438,7.2149568,12.524395
2020-02-12 09:00:00,7.0728183,9.407655,16.480473
2020-02-12 10:00:00,12.457458,14.913706,27.371162
2020-02-12 11:00:00,12.881014,14.350728,27.231743
2020-02-12 12:00:00,12.4065075,13.50925,25.915756
2020-02-12 13:00:00,8.6431875,10.124068,18.767256
2020-02-12 14:00:00,3.9503267,6.87736,10.827686
2020-02-12 15:00:00,4.7421074,5.6654673,10.407575
2020-02-12 16:00:00,4.704656,4.539157,9.243813
2020-02-12 17:00:00,4.752256,4.2493267,9.001583
2020-02-13 07:00:00,4.386053,3.8284557,8.214509
2020-02-13 08:00:00,10.24485,4.163663,14.408513
2020-02-13 09:00:00,26.370567,19.647865,46.018433
2020-02-13 10:00:00,33.99334,29.486788,63.480125
2020-02-13 11:00:00,33.4145,32.414192,65.82869
2020-02-13 12:00:00,32.361385,32.600643,64.96203
2020-02-13 13:00:00,29.41951,29.512547,58.932056
2020-02-13 14:00:00,22.914122,21.517199,44.43132
2020-02-13 15:00:00,15.109166,12.690319,27.799484
2020-02-13 16:00:00,9.165533,9.622969,18.788502
2020-02-13 17:00:00,6.0294056,5.7380013,11.767406
2020-02-13 18:00:00,4.8875895,4.078901,8.96649
2020-02-14 07:00:00,4.7669888,4.383651,9.15064
2020-02-14 08:00:00,7.959286,7.3868484,15.346134
2020-02-14 09:00:00,10.966577,17.0199,27.986477
2020-02-14 10:00:00,18.369473,20.350399,38.71987
2020-02-14 11:00:00,30.110922,33.56512,63.67604
2020-02-14 12:00:00,32.279293,34.823154,67.10245
2020-02-14 13:00:00,31.130049,33.195347,64.32539
2020-02-14 14:00:00,25.151323,28.577234,53.728558
2020-02-14 15:00:00,18.558266,23.148464,41.70673
2020-02-14 16:00:00,9.157455,15.078749,24.236204
2020-02-14 17:00:00,5.312204,8.005764,13.317968
2020-02-15 07:00:00,4.4224997,4.0994244,8.521924
2020-02-15 08:00:00,6.075065,7.8282948,13.90336
2020-02-15 09:00:00,13.956387,19.069714,33.0261
2020-02-15 10:00:00,11.600163,14.9363785,26.536541
2020-02-15 11:00:00,14.26711,16.045013,30.312122
2020-02-15 12:00:00,19.100199,22.5379,41.6381
2020-02-15 13:00:00,18.48037,24.445284,42.92565
2020-02-15 14:00:00,12.849793,20.11877,32.968563
2020-02-15 15:00:00,13.270244,17.211908,30.482151
2020-02-15 16:00:00,6.648115,7.8656187,14.513734
2020-02-15 17:00:00,7.4799027,6.8220296,14.301932
2020-02-16 07:00:00,6.5292506,5.053112,11.582363
2020-02-16 08:00:00,4.769568,3.6246078,8.394176
2020-02-16 09:00:00,4.6492605,3.09501,7.7442703
2020-02-16 10:00:00,10.548228,11.496956,22.045185
2020-02-16 11:00:00,15.793376,20.466337,36.259712
